,a,b,c,d,alpha1,beta1,gamma1,delta1,eps1,dseta1,eta1,alpha2,beta2,gamma2,delta2,eps2,dseta2,eta2,dist,divergent
0,1.1153336788955055,0.176282227586169,-0.4781277777987485,0.5607621337473079,0,0,0,0,0,2.372657147068633e-05,0,0.003265791646366,0,0,0,0,0,0,20.071931699675098,False
1,1.4310381310945597,-0.2523104511288587,1.5388980900787943,0.1920785045188004,0,0,0,0,0,1.1935470794758452e-05,0,-0.0021899116196754,0,0,0,0,0,0,18.548096751108417,False
2,0.9915244527021668,0.2410345481073084,-0.0717398180990402,0.6824557774341979,0,0,0,0,0,1.2253599614719104e-05,0,0.0009656711396532,0,0,0,0,0,0,19.150855697109293,False
3,1.1821315526621912,0.1393095292318324,-1.089165588345585,0.4570606615752401,0,0,0,0,0,1.946149049094204e-05,0,0.0050275095266604,0,0,0,0,0,0,22.273504336904185,False
4,1.0973960339132738,0.149240887297549,-0.4221700578955933,0.6004899451415957,0,0,0,0,0,1.7800886887467728e-05,0,0.0027175237337352,0,0,0,0,0,0,18.26780433551619,False
5,1.626135488803885,-0.5235362830728851,1.933513704942168,-0.4224677923252617,0,0,0,0,0,4.540738826769482e-05,0,-0.0026233528407094,0,0,0,0,0,0,24.259243435880094,False
6,1.115299914148506,0.0840481292768031,-0.9285788056012564,0.5661780438669761,0,0,0,0,0,1.4729194284134729e-05,0,0.0024851403117042,0,0,0,0,0,0,21.306032607472844,False
7,1.752795837317998,-0.5776016612772215,1.6168053804323366,-0.1640167116443276,0,0,0,0,0,1.0987725968965246e-05,0,-0.0006264476294945,0,0,0,0,0,0,19.15594781163623,False
8,1.0789941567118984,0.171587511315538,-0.4064536550709392,0.4721395762340763,0,0,0,0,0,1.50294521414458e-05,0,0.0003693450520051,0,0,0,0,0,0,20.33091599398141,False
9,1.1044472054457262,0.1386942263099508,-0.4232571220905992,0.5460629111063788,0,0,0,0,0,4.6893644237755443e-07,0,0.0044364184151516,0,0,0,0,0,0,22.482315881643665,False
