,a,b,c,d,alpha1,beta1,gamma1,delta1,eps1,dseta1,eta1,alpha2,beta2,gamma2,delta2,eps2,dseta2,eta2,dist,divergent
0,0.9572387674056628,0.0021859944639492,-1.6388519973198783,0.3932931259409633,0,0,0,0,0,-6.296642020365428e-05,0,0.0061563398118931,0,0,0,0,0,0,65.71316879865552,False
1,0.5051415248999254,0.0824374355647847,0.0427540197755957,-0.1807978570460409,0,0,0,0,0,0.0001777128585619,0,0.0007227908526327,0,0,0,0,0,0,64.31322877707987,False
2,0.4502456734359166,0.3420734795302449,-0.0536999201469574,-0.3455871612929029,0,0,0,0,0,0.0001755559566378,0,0.0028066047315003,0,0,0,0,0,0,65.73992637099066,False
3,0.552082090483351,-0.0313142644113861,-0.135797094068075,0.1284461005216175,0,0,0,0,0,0.0001920209651737,0,0.001279711596644,0,0,0,0,0,0,65.57788845913802,False
4,0.4589366549384497,0.2149354723543632,-0.1262724638531547,-0.1779889148048798,0,0,0,0,0,0.0001919618578535,0,0.0004838512626812,0,0,0,0,0,0,62.67264382993133,False
5,0.4586477798047736,0.1640806681353428,-0.1015505001504708,-0.1224608729454026,0,0,0,0,0,0.0001959809946989,0,-0.0033425245152853,0,0,0,0,0,0,63.540298539823375,False
6,0.4992074972045555,0.1334920443937872,0.0408990066043681,-0.2406885692964984,0,0,0,0,0,0.0001940591796829,0,0.0011457470547465,0,0,0,0,0,0,62.3229048892491,False
7,1.033288977921345,-0.0058307275574538,1.2296102067799477,0.8157543883114453,0,0,0,0,0,-3.997255777216349e-05,0,-0.0034222411760206,0,0,0,0,0,0,54.78163752322072,False
8,0.4975372983226314,0.3150023434749198,-0.2101657482503767,-0.0919249143258607,0,0,0,0,0,0.000188655550522,0,0.0013070860183951,0,0,0,0,0,0,64.34614980973397,False
9,0.5366121990613615,0.2167801227860875,-0.0194750277190505,-0.096968908246497,0,0,0,0,0,0.0001665725007955,0,0.0013078897276945,0,0,0,0,0,0,64.39015534373861,False
10,0.5032497588860343,0.1740845359012053,0.0768488639097944,-0.0949731243323308,0,0,0,0,0,0.0001852987212143,0,0.0030015811808418,0,0,0,0,0,0,63.26285404589289,False
11,0.4777306185588692,0.2387718148270949,-0.0230277700203251,-0.08250362744491,0,0,0,0,0,0.0001940215651727,0,0.0037840060802615,0,0,0,0,0,0,62.92240729508536,False
12,0.4091197024946496,0.2402946810105022,-0.0510567550168399,-0.2845721951900506,0,0,0,0,0,0.000178379484869,0,0.001695644768641,0,0,0,0,0,0,66.59611996641048,False
13,0.5356235971255519,0.1645445742390148,-0.2791659998225806,-0.0100812824435942,0,0,0,0,0,0.0001783842632393,0,4.992930330226741e-05,0,0,0,0,0,0,64.28046116423438,False
14,0.4458593671815101,0.2042096796380188,0.3077827242852153,-0.3281260903125158,0,0,0,0,0,0.0001738440110394,0,0.0031646972806075,0,0,0,0,0,0,65.51481745693943,False
15,0.4880262882199666,0.055664734788809,-0.0049967217881206,-0.1024548149731274,0,0,0,0,0,0.000177971512594,0,0.0015574304009144,0,0,0,0,0,0,65.55374529872185,False
16,0.5022358195972276,0.1885203522074974,-0.1211276036220105,0.1050323511791186,0,0,0,0,0,0.0001727170342777,0,0.0016803943650024,0,0,0,0,0,0,63.97015207225801,False
17,0.4902821365116931,0.1225432375628474,-0.1130815583563056,0.2006135015351078,0,0,0,0,0,0.000194621304181,0,0.0004801007227764,0,0,0,0,0,0,63.07737177401311,False
18,0.5457583284141094,0.1699769435169598,-0.2205111636983685,0.0461196962906305,0,0,0,0,0,0.0001744715523386,0,-0.0014134467437331,0,0,0,0,0,0,64.40943620351466,False
19,0.455900384731605,0.1809701306310938,0.0722529167530776,0.0131453426294521,0,0,0,0,0,0.0001944612517418,0,0.0022419382046612,0,0,0,0,0,0,62.91555518239685,False
20,0.4769011704918235,0.1066328757949253,0.1149698583671807,-0.1127387205585057,0,0,0,0,0,0.0001997433223289,0,0.0063703556750535,0,0,0,0,0,0,64.76894022842117,False
21,0.5263091594994274,0.1513346227475676,-0.0637740192192746,-0.0236284363029972,0,0,0,0,0,0.0001996525965958,0,0.0024882774979697,0,0,0,0,0,0,63.05432118809831,False
22,1.039902873818975,-0.0047623157993217,1.5421465453036929,0.4807919971297592,0,0,0,0,0,-5.8193019834126485e-05,0,-0.0041549993643991,0,0,0,0,0,0,66.86796662199762,False
23,0.4226684828322122,0.2255059305832238,-0.217145878395117,-0.1607488826020058,0,0,0,0,0,0.0001974416463009,0,-0.0040387916930123,0,0,0,0,0,0,64.52511163726736,False
24,0.4588410636984434,0.2454991744985895,-0.0156385001285412,-0.2125645868137049,0,0,0,0,0,0.0001950420453319,0,0.0012616507602726,0,0,0,0,0,0,62.15681069077488,False
25,1.0219111538133312,-0.0032071534181037,-1.8455870663013192,0.806011062492717,0,0,0,0,0,-6.605455831493901e-05,0,-0.0033368739702365,0,0,0,0,0,0,60.36982547377562,False
26,0.4807881526178419,0.2990163997495823,0.0155241201243705,-0.2533568314935523,0,0,0,0,0,0.0001920262484779,0,-0.0008895670193505,0,0,0,0,0,0,64.08767571214803,False
27,0.5066974812803178,0.1673039746116282,-0.2148786992999887,-0.0688065801773667,0,0,0,0,0,0.0001634775024436,0,0.0019364113669283,0,0,0,0,0,0,65.49283584048632,False
28,0.5161156899997361,0.1838080851279366,-0.1054589772597425,-0.2164906652872447,0,0,0,0,0,0.0001856828067332,0,0.0017365667271147,0,0,0,0,0,0,63.443673786954406,False
29,0.4868781809453799,0.1724638196468433,-0.1827183965172296,-0.2491075083952056,0,0,0,0,0,0.0001689084078094,0,-0.0026077678011444,0,0,0,0,0,0,65.60858999479696,False
30,0.5335019521698561,0.1385382081725943,0.1499666460608608,-0.4590998369481818,0,0,0,0,0,0.0001635592319662,0,0.0025108425507884,0,0,0,0,0,0,66.67049214694194,False
