,a,b,c,d,alpha1,beta1,gamma1,delta1,eps1,dseta1,eta1,alpha2,beta2,gamma2,delta2,eps2,dseta2,eta2,dist,subpopulation,perturb_type,perturb_type_x_subpopulation
0,0.9888598702118374,0.1948314617332003,-0.9562735966630228,0.0307706129253468,0,0,0,0,0,-0.0001316582408722,0,0.0007216166339704,0,0,0,0,0,0,16.81051644648425,1,SC,SC
1,0.8884393335951106,0.1838458146978361,-1.0908373121960515,-0.0403644923474244,0,0,0,0,0,-6.057592490780464e-05,0,0.0013142750240456,0,0,0,0,0,0,19.11785466607965,1,SC,SC
2,0.9313639669311606,0.2788582560838337,-0.8283076662865558,-0.0596698616683628,0,0,0,0,0,-9.311068392579594e-05,0,0.0022452316531278,0,0,0,0,0,0,18.67243700029878,1,SC,SC
3,1.0603230259190326,0.2203690098718258,-1.003162494473126,0.0152788621788646,0,0,0,0,0,-0.0001236218895742,0,0.0009409306651838,0,0,0,0,0,0,17.361784702702217,1,SC,SC
4,0.8963054554193288,0.1330351560488343,-1.604474615008648,-0.0897993259506031,0,0,0,0,0,-3.180381023577299e-05,0,0.0014691661425561,0,0,0,0,0,0,19.5034406591506,1,SC,SC
5,1.017381307958784,-0.0404559989605857,1.5324216387950722,0.4237867085087292,0,0,0,0,0,-4.046249497421493e-05,0,-0.0026848318764497,0,0,0,0,0,0,23.87348966827461,1,SC,SC
6,0.8964893724405116,0.0287249499063646,-1.9644771912672616,0.2700863633188617,0,0,0,0,0,-4.741326737408258e-05,0,0.0003224776320603,0,0,0,0,0,0,21.13177991748207,1,SC,SC
7,1.0095855634890247,0.2101904726981032,-0.9406384063544178,0.0258622989302321,0,0,0,0,0,-0.0001356522852494,0,0.0014076496069786,0,0,0,0,0,0,16.53118317947141,1,SC,SC
8,1.0224991351704853,0.214066767582747,-0.9281789044241472,-0.0943498206427464,0,0,0,0,0,-0.0001527211958758,0,0.0013097539937482,0,0,0,0,0,0,23.20422421575014,1,SC,SC
9,1.010076736221548,0.345365424694124,-0.8055094995721317,0.0033291627745781,0,0,0,0,0,-0.0001462073638135,0,0.0004802919326051,0,0,0,0,0,0,19.831144290122623,1,SC,SC
10,1.0125303593079722,0.1792449242729343,-1.1497306150694655,-0.0765878445205578,0,0,0,0,0,-7.592786147456218e-05,0,0.0023503388883549,0,0,0,0,0,0,20.89436386356457,1,SC,SC
11,0.9482617499253744,-0.0737334904906681,1.1019446465201763,0.4105338180739464,0,0,0,0,0,-4.598990176019296e-05,0,-0.0028195453295235,0,0,0,0,0,0,25.455732287472784,1,SC,SC
12,0.8654019390542618,0.3738175044274432,-0.5847957794315595,-0.1247843511894428,0,0,0,0,0,-0.0001464935222258,0,0.0010006110551763,0,0,0,0,0,0,22.28063900307657,1,SC,SC
13,0.9236442014657338,0.1852083511786673,-1.1852689539304164,0.0065117964713912,0,0,0,0,0,-5.574924797719079e-05,0,0.0006194144612508,0,0,0,0,0,0,19.00212263657468,1,SC,SC
14,0.9243764269704088,0.1499110359350801,-1.1697191786799717,0.0454550518852525,0,0,0,0,0,-7.465486195882336e-05,0,0.0004616101002924,0,0,0,0,0,0,17.87030404803087,1,SC,SC
15,1.0264106341883266,0.216110404907702,-1.160878974494551,-0.1304763937896229,0,0,0,0,0,-8.072172730633223e-05,0,0.0020650930118465,0,0,0,0,0,0,19.31791568942036,1,SC,SC
16,1.0150580909337,0.2333490182276807,-0.9238190533658904,-0.0726855133883499,0,0,0,0,0,-0.0001384137178832,0,-0.0001531751950384,0,0,0,0,0,0,17.9282823227197,1,SC,SC
17,1.036888308597114,0.2877256286434799,-0.8358919357928789,-0.0681346739421091,0,0,0,0,0,-0.0001339178369527,0,0.0005075280929292,0,0,0,0,0,0,17.108202836643617,1,SC,SC
18,0.8941696155053576,0.3700218343940551,-0.6730569488450739,-0.0117393049858744,0,0,0,0,0,-0.0001134046638661,0,0.0017252153715255,0,0,0,0,0,0,21.018467756770324,1,SC,SC
19,0.9268108750188842,0.1568881076593569,-1.22372569952689,-0.1071468620205915,0,0,0,0,0,-5.842754224831919e-05,0,0.0023726876158193,0,0,0,0,0,0,18.11507055380584,1,SC,SC
20,0.8851730218771201,0.2038216212015311,-0.8572623768720904,0.0552815902852912,0,0,0,0,0,-0.0001068183174238,0,0.0011797006668368,0,0,0,0,0,0,21.249429093482743,1,SC,SC
21,0.9573020295378591,0.2407170313278417,-0.8058907862549038,-0.0360745046479047,0,0,0,0,0,-0.0001333705085557,0,0.0005248211062351,0,0,0,0,0,0,18.685234270389365,1,SC,SC
22,0.9237096650253074,0.224657795807059,-1.0093307275127708,-0.1577773136194862,0,0,0,0,0,-7.577748898682986e-05,0,0.0015583277454965,0,0,0,0,0,0,18.10295601720177,1,SC,SC
23,0.926230294969244,0.1310725040967408,-1.6622122747950494,-0.1850391454918014,0,0,0,0,0,-2.648641528548639e-05,0,0.0028909286968992,0,0,0,0,0,0,20.25255567369185,1,SC,SC
24,1.008284841612109,0.1780741356376096,-1.244232763147245,-0.1217358541372208,0,0,0,0,0,-6.834705555024958e-05,0,-0.000337725239977,0,0,0,0,0,0,18.19008841892552,1,SC,SC
25,1.0203112686906133,0.1680531882585128,-1.3213192164202638,0.0398096744273979,0,0,0,0,0,-6.713222714255636e-05,0,0.0011378219251904,0,0,0,0,0,0,18.517024291010248,1,SC,SC
26,0.8844976257150532,0.1101466472465797,-1.8897022093857383,-0.0636097465733673,0,0,0,0,0,-1.455560033688692e-05,0,0.0073138424548762,0,0,0,0,0,0,23.66850022097967,1,SC,SC
27,1.0245716790740818,0.1917601027472795,-1.108215617789331,-0.0187673468616538,0,0,0,0,0,-0.0001194360241585,0,0.0004346007626663,0,0,0,0,0,0,17.867826698949607,1,SC,SC
28,0.9328727397671556,0.143663462241034,-1.6363071792793225,-0.3255451226713308,0,0,0,0,0,-2.7943805060740213e-05,0,0.0001679289464679,0,0,0,0,0,0,23.00334612433416,1,SC,SC
29,0.9649377941439324,0.1873819535061125,-1.0419895748241994,-0.1342566411356527,0,0,0,0,0,-0.0001044637275717,0,0.0004694937309437,0,0,0,0,0,0,19.532577688859565,1,SC,SC
30,0.9564629763761948,0.1298566663198461,-1.4772971025536368,0.0130978395668308,0,0,0,0,0,-4.644165697919427e-05,0,0.0005508440412495,0,0,0,0,0,0,16.65099084351396,1,SC,SC
31,0.9233279688798132,0.1653663132122007,-1.1998401864532862,0.1041017244688728,0,0,0,0,0,-4.240496227554647e-05,0,0.0032728875877705,0,0,0,0,0,0,24.26021194528429,1,SC,SC
32,1.0165288426354016,0.2113128961596597,-0.9279521953591092,0.0576457927799989,0,0,0,0,0,-0.0001193592075244,0,0.0016533069777189,0,0,0,0,0,0,19.09904046856365,1,SC,SC
